DATE_TIME,QTD_ITENS,QTD_CLIENTES
2019-11-28 16:00:00,1014,136
2019-09-15 03:30:00,104,12
2019-10-26 18:30:00,1166,103
2019-05-18 05:30:00,45,13
2019-01-28 03:45:00,10,3
2019-04-19 19:00:00,974,123
2019-01-11 09:30:00,403,65
2019-11-24 07:30:00,215,32
2019-03-19 23:30:00,441,51
2019-08-16 07:30:00,405,85
2019-03-07 01:00:00,195,20
2019-03-11 11:00:00,420,83
2019-11-16 08:45:00,473,50
2019-12-01 05:45:00,179,26
2019-07-14 04:00:00,99,9
2019-07-15 11:30:00,729,104
2019-09-15 04:00:00,162,15
2019-04-24 02:45:00,23,7
2019-09-10 08:15:00,569,74
2019-03-03 16:45:00,594,87
2019-02-15 21:15:00,236,33
2019-06-19 16:45:00,864,123
2019-11-30 20:00:00,1027,116
2019-12-16 10:30:00,570,81
2019-02-05 15:30:00,1262,137
2019-06-28 21:45:00,644,73
2019-04-26 01:15:00,148,17
2019-02-04 14:15:00,722,123
2019-01-26 15:15:00,780,109
2019-07-06 18:30:00,1318,117
2019-06-23 18:00:00,498,90
2019-09-12 04:00:00,70,10
2019-07-25 19:45:00,689,87
2019-04-29 08:00:00,313,54
2019-08-25 14:00:00,1254,109
2019-05-02 17:30:00,705,131
2019-05-26 00:30:00,242,31
2019-11-05 07:00:00,272,47
2019-01-22 00:00:00,211,27
2019-04-05 07:15:00,238,61
2019-01-07 05:15:00,32,12
2019-07-20 12:30:00,1199,115
2019-05-12 16:45:00,650,87
2019-07-20 15:15:00,1260,121
2019-03-26 21:00:00,820,85
2019-11-09 00:15:00,295,31
2019-03-04 20:30:00,564,74
2019-08-15 05:00:00,38,10
2019-03-25 22:45:00,335,44
2019-11-24 02:30:00,64,18
2019-11-02 05:45:00,153,24
2019-11-15 18:45:00,922,106
2019-03-16 17:15:00,871,128
2019-07-03 01:00:00,425,29
2019-12-20 00:30:00,337,41
2019-06-14 07:15:00,168,36
2019-06-04 11:30:00,1058,111
2019-11-15 23:15:00,641,85
2019-11-15 03:45:00,62,11
2019-01-15 00:00:00,202,46
2019-12-15 19:30:00,828,95
2019-11-22 04:15:00,23,8
2019-04-08 20:45:00,681,65
2019-01-08 21:00:00,1062,104
2019-07-05 03:30:00,26,6
2019-01-14 17:15:00,587,100
2019-09-26 16:00:00,975,109
2019-09-21 20:30:00,984,75
2019-03-21 13:30:00,636,147
2019-03-22 09:45:00,782,84
2019-06-28 15:00:00,703,99
2019-03-02 19:15:00,811,79
2019-12-13 21:15:00,814,101
2019-06-23 04:15:00,45,10
2019-03-15 04:45:00,1,1
2019-09-03 02:30:00,179,18
2019-01-16 16:45:00,1001,118
2019-07-15 20:30:00,856,86
2019-06-30 02:45:00,65,13
2019-10-14 16:15:00,582,95
2019-04-05 00:15:00,397,32
2019-05-28 08:00:00,444,56
2019-04-09 10:00:00,825,100
2019-03-08 20:15:00,964,131
2019-02-14 05:15:00,151,19
2019-01-03 12:30:00,871,160
2019-04-28 13:15:00,773,114
2019-03-11 06:30:00,109,40
2019-08-24 00:15:00,501,41
2019-02-10 03:30:00,36,6
2019-12-04 08:45:00,1002,80
2019-10-05 01:15:00,303,29
2019-04-21 07:45:00,146,28
2019-12-07 09:00:00,707,67
2019-05-21 17:00:00,814,116
2019-03-30 20:00:00,1023,107
2019-01-26 02:15:00,116,17
2019-04-27 19:00:00,1191,113
2019-12-28 19:45:00,1064,106
2019-11-30 11:30:00,1263,137
2019-07-20 01:45:00,209,22
2019-09-29 22:30:00,416,49
2019-09-22 11:45:00,851,88
2019-12-01 21:30:00,728,87
2019-11-15 01:15:00,205,23
2019-09-20 14:00:00,705,125
2019-11-29 19:45:00,2146,178
2019-04-05 21:00:00,834,99
2019-12-06 11:15:00,858,96
2019-08-31 03:00:00,85,16
2019-04-13 02:45:00,84,13
2019-04-28 21:30:00,601,59
2019-08-06 18:15:00,1375,141
2019-12-29 23:00:00,673,52
2019-06-18 07:30:00,287,67
2019-02-20 06:15:00,166,36
2019-09-23 10:30:00,507,78
2019-02-26 16:15:00,675,106
2019-03-04 11:30:00,926,115
2019-11-26 11:15:00,1152,135
2019-10-31 21:15:00,680,89
2019-03-23 11:15:00,1060,112
2019-10-20 08:15:00,411,42
2019-03-28 19:00:00,842,123
2019-02-08 06:00:00,112,33
2019-06-01 23:00:00,596,83
2019-10-12 18:45:00,935,104
2019-08-27 05:15:00,26,11
2019-06-10 20:45:00,676,74
2019-08-03 20:15:00,1075,102
2019-01-28 21:15:00,784,97
2019-08-24 02:45:00,50,13
2019-07-15 01:00:00,91,18
2019-02-03 19:15:00,999,108
2019-07-20 05:30:00,63,18
2019-07-21 22:15:00,647,62
2019-10-16 14:15:00,920,137
2019-05-25 15:30:00,1167,111
2019-07-07 10:15:00,434,65
2019-03-03 03:45:00,55,9
2019-05-08 18:30:00,844,127
2019-03-16 08:15:00,290,50
2019-09-09 23:30:00,612,59
2019-07-06 00:15:00,499,67
2019-09-13 08:30:00,432,62
2019-12-02 14:15:00,794,127
2019-10-11 18:00:00,1164,138
2019-05-13 13:45:00,574,115
2019-02-21 06:45:00,128,36
2019-02-09 15:30:00,961,121
2019-07-14 21:30:00,977,65
2019-05-06 23:15:00,440,62
2019-08-18 14:15:00,1047,101
2019-01-09 20:00:00,1141,89
2019-12-02 10:45:00,488,79
2019-11-14 13:15:00,739,155
2019-03-26 07:45:00,233,44
2019-05-22 22:00:00,716,85
2019-07-20 06:45:00,125,23
2019-03-04 14:30:00,751,119
2019-11-05 19:30:00,510,79
2019-08-26 20:00:00,714,94
2019-10-09 02:00:00,153,13
2019-09-25 01:30:00,95,17
2019-01-11 00:00:00,414,54
2019-07-09 16:30:00,1165,121
2019-12-04 19:00:00,1118,129
2019-08-16 07:15:00,358,65
2019-07-03 06:00:00,163,35
2019-07-25 21:30:00,824,75
2019-01-20 16:45:00,615,119
2019-04-17 14:30:00,1202,167
2019-06-11 04:00:00,23,4
2019-01-19 02:00:00,204,28
2019-11-14 04:15:00,26,6
2019-04-13 16:15:00,776,102
2019-06-09 08:15:00,306,38
2019-01-14 05:00:00,22,5
2019-08-11 16:30:00,894,85
2019-01-25 10:45:00,696,95
2019-10-27 10:45:00,830,59
2019-11-01 02:30:00,83,15
2019-02-16 13:45:00,1005,111
2019-11-05 23:45:00,563,40
2019-06-03 07:30:00,157,41
2019-12-14 20:30:00,1119,97
2019-02-10 07:00:00,87,24
2019-10-25 03:30:00,71,10
2019-07-17 04:00:00,20,3
2019-08-05 05:45:00,27,10
2019-02-27 13:45:00,1125,181
2019-04-03 20:00:00,985,129
2019-11-01 12:30:00,845,154
2019-01-23 07:15:00,471,100
2019-01-24 07:45:00,212,52
2019-12-19 08:45:00,498,71
2019-05-22 12:15:00,1188,164
2019-03-09 00:30:00,382,62
2019-11-21 03:15:00,22,6
2019-10-02 14:45:00,1080,98
2019-01-07 14:45:00,626,105
2019-01-28 14:30:00,491,117
2019-09-17 17:00:00,1101,115
2019-03-04 20:15:00,749,92
2019-02-05 20:00:00,783,85
2019-04-25 23:30:00,464,46
2019-12-07 02:30:00,153,16
2019-07-28 00:00:00,290,33
2019-06-01 23:15:00,399,65
2019-09-29 18:45:00,947,101
2019-03-02 02:15:00,96,21
2019-06-26 10:30:00,766,94
2019-02-19 18:00:00,1002,144
2019-02-08 16:45:00,793,115
2019-07-24 16:30:00,1092,107
2019-05-18 02:00:00,140,27
2019-09-18 20:15:00,1036,102
2019-05-08 19:45:00,690,87
2019-01-30 00:30:00,190,32
2019-01-03 22:00:00,760,80
2019-06-21 05:30:00,46,17
2019-09-15 19:15:00,802,84
2019-05-03 19:00:00,776,118
2019-09-26 03:30:00,6,2
2019-05-13 06:15:00,104,29
2019-07-13 13:30:00,1185,140
2019-03-14 01:30:00,67,15
2019-02-07 05:45:00,99,27
2019-04-24 13:30:00,757,164
2019-11-16 16:00:00,1231,131
2019-07-29 18:00:00,950,112
2019-02-21 05:30:00,56,19
2019-06-09 20:15:00,640,80
2019-05-06 08:00:00,175,48
2019-09-02 15:00:00,713,109
2019-06-02 11:45:00,829,91
2019-02-04 21:15:00,829,92
2019-09-15 07:30:00,160,30
2019-07-30 06:15:00,184,33
2019-12-03 12:30:00,1006,144
2019-09-06 15:00:00,907,116
2019-09-29 20:15:00,1121,87
2019-11-11 13:45:00,674,139
2019-06-23 06:30:00,163,26
2019-11-20 19:15:00,1512,130
2019-12-03 22:00:00,1012,94
2019-10-20 18:45:00,812,91
2019-01-03 19:30:00,803,110
2019-09-22 05:30:00,117,14
2019-06-30 14:00:00,1036,91
2019-08-04 17:45:00,765,87
2019-07-21 12:45:00,951,96
2019-01-04 00:15:00,427,34
2019-12-14 17:00:00,887,112
2019-06-06 16:00:00,654,108
2019-12-17 04:15:00,16,3
2019-12-31 03:30:00,96,10
2019-10-16 17:00:00,1056,116
2019-06-16 16:45:00,654,90
2019-04-22 14:45:00,376,77
2019-09-28 01:15:00,207,23
2019-01-16 18:00:00,975,138
2019-01-12 00:45:00,445,56
2019-04-19 11:45:00,859,123
2019-11-16 09:30:00,705,65
2019-04-19 05:00:00,40,10
2019-10-20 21:45:00,631,61
2019-08-11 15:15:00,769,85
2019-01-15 19:00:00,776,116
2019-06-11 21:00:00,1002,101
2019-10-14 17:45:00,852,101
2019-04-08 05:15:00,64,20
2019-10-18 07:00:00,246,29
2019-04-27 07:30:00,153,35
2019-05-13 11:00:00,737,102
2019-12-17 16:45:00,617,79
2019-06-16 17:00:00,774,109
2019-10-13 02:00:00,120,23
2019-06-17 22:30:00,397,43
2019-10-06 00:00:00,156,23
2019-04-18 10:45:00,604,108
2019-03-15 14:00:00,770,151
2019-11-09 13:30:00,1441,134
2019-05-10 14:15:00,700,133
2019-11-27 15:00:00,1105,147
2019-03-22 02:45:00,81,11
2019-09-12 00:45:00,218,30
2019-03-03 10:15:00,740,103
2019-05-06 15:00:00,645,121
2019-12-24 12:45:00,1726,143
2019-11-28 15:45:00,645,95
2019-09-26 20:15:00,885,100
2019-10-13 22:30:00,730,59
2019-02-14 00:30:00,179,27
2019-08-25 23:00:00,453,48
2019-03-12 20:30:00,874,96
2019-04-25 13:45:00,509,123
2019-11-20 13:00:00,1660,152
2019-03-11 06:15:00,127,27
2019-05-21 10:45:00,556,95
2019-08-23 12:15:00,865,123
2019-04-21 05:45:00,71,20
2019-01-11 01:45:00,98,24
2019-10-09 02:30:00,71,11
2019-01-10 11:15:00,633,102
2019-07-24 00:00:00,246,31
2019-10-25 09:30:00,675,80
2019-12-07 06:45:00,243,32
2019-12-03 11:15:00,918,111
2019-07-07 01:00:00,370,48
2019-05-22 19:00:00,1028,125
2019-12-18 06:45:00,264,36
2019-09-30 00:30:00,214,19
2019-01-07 00:30:00,372,41
2019-07-06 09:45:00,865,92
2019-02-01 20:00:00,897,112
2019-11-26 11:30:00,1369,137
2019-03-19 11:00:00,794,134
2019-05-23 05:45:00,75,18
2019-12-04 16:00:00,1412,134
2019-07-25 10:00:00,684,67
2019-08-24 16:15:00,1104,122
2019-04-10 06:15:00,170,37
2019-07-05 11:45:00,1057,91
2019-09-16 21:30:00,900,88
2019-10-01 14:45:00,777,93
2019-04-28 02:45:00,125,22
2019-09-01 06:00:00,53,11
2019-10-15 10:00:00,1088,86
2019-03-11 21:00:00,942,82
2019-03-17 16:15:00,679,85
2019-07-05 15:45:00,844,93
2019-12-03 15:30:00,1070,118
2019-05-30 17:45:00,635,105
2019-05-06 08:15:00,253,62
2019-01-21 11:00:00,677,86
2019-01-27 16:15:00,655,94
2019-02-28 11:30:00,535,87
2019-05-07 22:30:00,749,71
2019-07-19 21:45:00,575,69
2019-12-30 20:15:00,1679,134
2019-12-22 02:00:00,258,21
2019-09-13 17:30:00,820,114
2019-06-24 21:45:00,381,57
2019-06-08 18:15:00,1036,111
2019-03-04 10:45:00,411,62
2019-09-26 08:45:00,380,50
2019-07-05 22:15:00,688,89
2019-03-19 11:30:00,760,135
2019-12-17 04:00:00,15,2
2019-09-26 22:30:00,334,51
2019-12-17 06:00:00,121,26
2019-06-25 09:30:00,679,70
2019-05-08 00:15:00,168,15
2019-01-17 20:30:00,791,92
2019-01-27 19:15:00,682,111
2019-02-25 09:00:00,287,49
2019-11-01 22:30:00,578,74
2019-06-20 08:00:00,231,40
2019-04-11 21:45:00,628,76
2019-04-22 01:15:00,173,15
2019-12-14 11:15:00,1632,126
2019-09-13 02:00:00,111,20
2019-08-19 09:00:00,386,52
2019-10-12 16:45:00,1060,105
2019-03-13 22:15:00,882,102
2019-10-19 11:30:00,1096,116
2019-01-11 19:30:00,916,96
2019-12-10 14:15:00,910,115
2019-12-14 08:30:00,644,77
2019-10-29 12:15:00,1130,157
2019-06-06 05:15:00,42,17
2019-12-09 22:45:00,411,48
2019-06-10 15:15:00,575,85
2019-08-07 14:45:00,926,104
2019-07-31 17:15:00,1125,133
2019-12-31 15:45:00,1351,144
2019-06-26 13:15:00,908,146
2019-10-14 07:15:00,219,56
2019-05-17 01:15:00,77,17
2019-03-12 20:15:00,795,111
2019-08-19 15:15:00,631,82
2019-10-03 19:15:00,872,111
2019-06-02 17:15:00,889,85
2019-07-16 02:00:00,126,13
2019-06-16 03:45:00,40,9
2019-01-25 08:30:00,265,44
2019-04-26 11:15:00,606,89
2019-01-02 11:15:00,1033,123
2019-01-05 01:00:00,173,29
2019-05-29 21:45:00,555,72
2019-02-12 06:00:00,129,40
2019-09-10 20:15:00,865,86
2019-03-15 13:45:00,763,136
2019-03-14 18:00:00,943,136
2019-09-15 17:45:00,682,92
2019-10-23 13:45:00,1137,166
2019-01-11 08:45:00,343,72
2019-03-08 17:15:00,808,118
2019-01-26 03:00:00,56,8
2019-10-25 02:00:00,80,16
2019-04-13 21:30:00,728,88
2019-04-01 13:00:00,864,176
2019-11-21 04:30:00,34,7
2019-03-12 02:00:00,73,13
2019-08-01 12:45:00,885,128
2019-08-16 00:30:00,315,25
2019-03-01 23:45:00,554,62
2019-11-13 08:45:00,550,72
2019-08-18 23:00:00,558,58
2019-02-19 00:45:00,202,25
2019-06-26 04:30:00,8,4
2019-08-06 23:00:00,1040,69
2019-07-05 09:30:00,328,52
2019-03-23 08:30:00,536,65
2019-07-25 03:15:00,9,3
2019-11-07 10:45:00,652,74
2019-01-12 22:45:00,422,45
2019-11-30 11:00:00,1149,136
2019-01-28 09:45:00,483,71
2019-09-03 08:45:00,487,63
2019-05-16 18:30:00,596,99
2019-01-14 23:15:00,456,47
2019-10-05 11:45:00,1551,108
2019-01-22 01:45:00,65,19
2019-10-10 05:15:00,52,15
2019-05-12 07:15:00,217,44
2019-06-17 20:45:00,641,82
2019-12-31 17:45:00,1254,138
2019-11-07 23:30:00,472,47
2019-07-23 01:15:00,179,18
2019-11-28 16:30:00,649,95
2019-06-29 16:30:00,1130,106
2019-01-12 09:45:00,451,54
2019-10-02 06:45:00,252,46
2019-06-24 18:45:00,654,91
2019-10-19 13:45:00,1014,103
2019-07-02 02:45:00,57,8
2019-08-29 11:15:00,811,94
2019-09-26 16:30:00,824,96
2019-06-15 10:15:00,824,90
2019-11-18 06:00:00,148,27
2019-06-15 14:00:00,989,109
2019-06-22 13:30:00,737,105
2019-06-20 06:30:00,124,31
2019-07-02 12:45:00,1068,155
2019-07-14 16:15:00,800,100
2019-04-20 13:00:00,1342,154
2019-11-01 19:15:00,872,119
2019-07-01 01:45:00,85,18
2019-08-12 07:00:00,141,39
2019-07-12 08:15:00,358,64
2019-02-25 15:15:00,486,99
2019-07-02 10:00:00,962,75
2019-02-13 11:15:00,1066,142
2019-08-03 15:00:00,1656,153
2019-10-22 04:15:00,8,2
2019-02-21 19:00:00,576,68
2019-08-04 06:45:00,75,19
2019-09-22 09:30:00,477,43
2019-04-07 17:30:00,584,88
2019-04-04 05:30:00,101,23
2019-03-20 19:00:00,978,124
2019-11-20 05:15:00,96,14
2019-11-13 07:15:00,545,95
2019-09-24 11:30:00,1209,106
2019-10-17 12:30:00,1003,134
2019-11-27 20:15:00,1012,104
2019-05-02 11:15:00,733,102
2019-08-30 18:45:00,884,93
2019-05-05 04:15:00,44,4
2019-03-06 17:45:00,1020,107
2019-04-10 20:00:00,919,116
2019-08-13 16:15:00,875,95
2019-08-14 08:00:00,619,70
2019-07-31 11:15:00,1528,139
2019-07-28 09:15:00,384,53
2019-11-25 09:45:00,443,62
2019-03-13 00:00:00,211,36
2019-10-22 21:30:00,960,87
2019-06-13 05:30:00,65,24
2019-03-22 01:30:00,48,16
2019-07-27 18:45:00,1040,94
2019-08-26 20:15:00,1003,100
2019-03-26 18:15:00,964,110
2019-11-30 18:15:00,1232,148
2019-10-17 05:00:00,31,6
2019-07-04 04:45:00,49,14
2019-01-03 05:30:00,69,22
2019-05-21 15:30:00,1039,127
2019-10-28 15:00:00,881,98
2019-06-05 23:30:00,407,47
2019-07-24 02:15:00,71,10
2019-05-07 22:15:00,802,90
2019-07-24 09:00:00,879,84
2019-09-07 13:00:00,1582,129
2019-12-26 15:15:00,737,90
2019-01-27 09:15:00,315,45
2019-02-27 14:00:00,1166,170
2019-08-28 10:00:00,676,83
2019-07-10 18:00:00,1244,143
2019-02-17 09:00:00,583,66
2019-05-18 05:00:00,44,10
2019-09-10 02:30:00,58,8
2019-03-24 22:30:00,253,51
2019-11-27 23:15:00,575,62
2019-08-11 14:45:00,744,78
2019-10-27 23:30:00,285,44
2019-05-27 10:00:00,424,74
2019-03-02 13:30:00,1143,129
2019-08-21 07:45:00,298,49
2019-04-05 10:30:00,698,91
2019-09-10 17:15:00,1199,128
2019-01-22 12:00:00,758,113
2019-03-27 11:15:00,1155,146
2019-12-18 20:00:00,1045,113
2019-12-27 19:30:00,1007,113
2019-02-05 15:00:00,1015,142
2019-05-03 14:45:00,645,100
2019-06-11 06:00:00,133,36
2019-08-18 00:45:00,294,34
2019-07-27 08:15:00,441,46
2019-09-06 15:15:00,1029,106
2019-08-05 10:30:00,389,70
2019-08-01 10:30:00,644,75
2019-07-04 08:00:00,190,43
2019-05-17 14:15:00,677,133
2019-08-21 14:00:00,949,150
2019-12-06 01:00:00,119,7
2019-03-25 13:30:00,514,134
2019-11-23 08:30:00,417,64
2019-04-21 06:00:00,95,18
2019-01-11 12:00:00,894,152
2019-12-13 21:00:00,970,106
2019-08-02 07:45:00,429,77
2019-06-20 20:30:00,913,91
2019-06-15 18:30:00,841,99
2019-12-15 06:45:00,221,30
2019-02-14 09:30:00,441,78
2019-10-10 19:15:00,727,92
2019-10-23 06:00:00,226,39
2019-02-23 21:15:00,528,90
2019-07-24 19:30:00,963,107
2019-02-12 13:45:00,876,164
2019-01-11 07:00:00,166,45
2019-01-03 15:15:00,540,122
2019-07-19 14:15:00,754,111
2019-11-28 05:15:00,80,17
2019-04-03 04:45:00,51,7
2019-04-03 06:15:00,177,36
2019-04-03 21:45:00,613,82
2019-11-02 13:00:00,1692,130
2019-04-25 07:45:00,187,47
2019-08-21 23:00:00,600,60
2019-06-29 07:00:00,199,38
2019-06-29 22:00:00,648,100
2019-11-07 01:00:00,243,23
2019-08-08 07:30:00,362,50
2019-07-17 08:45:00,571,70
2019-01-31 02:15:00,102,14
2019-01-05 19:45:00,902,95
2019-09-22 02:00:00,148,26
2019-08-01 05:45:00,97,22
2019-08-11 08:30:00,383,47
2019-05-01 14:00:00,1209,150
2019-10-04 18:15:00,869,128
2019-08-29 21:15:00,545,77
2019-10-28 08:15:00,271,43
2019-05-26 19:00:00,876,112
2019-01-16 21:15:00,878,83
2019-05-11 05:15:00,38,14
2019-03-05 09:30:00,553,61
2019-07-01 05:30:00,49,18
2019-05-02 14:15:00,500,97
2019-03-21 04:30:00,16,7
2019-08-08 19:00:00,903,120
2019-07-24 09:30:00,831,86
2019-05-26 22:15:00,394,69
2019-07-07 01:15:00,189,26
2019-04-06 07:45:00,231,45
2019-08-27 03:30:00,53,7
2019-12-02 07:45:00,190,45
2019-07-05 16:30:00,983,118
2019-10-16 21:45:00,717,62
2019-08-03 23:15:00,556,63
2019-03-10 04:30:00,54,12
2019-09-28 01:00:00,232,25
2019-03-15 21:45:00,579,79
2019-03-27 12:30:00,911,165
2019-01-07 22:00:00,923,92
2019-06-14 03:00:00,44,10
2019-06-04 06:30:00,134,37
2019-11-06 19:15:00,1408,122
2019-11-25 13:15:00,632,136
2019-08-27 15:45:00,980,101
2019-03-15 20:30:00,818,91
2019-11-30 20:30:00,1337,123
2019-02-05 08:30:00,641,111
2019-04-18 01:30:00,138,21
2019-05-27 03:00:00,53,6
2019-04-20 03:00:00,57,10
2019-08-03 11:15:00,1211,97
2019-06-04 04:15:00,3,2
2019-10-09 15:15:00,924,105
2019-09-14 08:15:00,544,56
2019-02-06 12:15:00,1156,117
2019-01-19 07:15:00,356,47
2019-09-27 04:30:00,23,7
2019-08-28 04:00:00,85,4
2019-06-09 15:00:00,902,89
2019-03-21 22:00:00,469,63
2019-10-17 05:15:00,68,11
2019-07-08 23:15:00,647,56
2019-09-06 04:45:00,68,7
2019-07-11 20:00:00,889,89
2019-04-10 01:30:00,144,12
2019-01-25 06:15:00,123,21
2019-01-15 07:15:00,346,83
2019-12-14 10:45:00,1064,111
2019-07-22 19:45:00,664,71
2019-05-23 15:45:00,701,87
2019-09-27 21:30:00,966,82
2019-12-18 01:15:00,119,18
2019-08-29 23:30:00,463,45
2019-08-04 12:15:00,1174,113
2019-04-30 08:15:00,541,87
2019-11-19 12:30:00,1126,172
2019-10-17 02:00:00,43,8
2019-11-06 04:00:00,34,5
2019-05-04 22:45:00,416,64
2019-02-20 20:00:00,1021,101
2019-10-15 21:15:00,999,72
2019-03-29 22:45:00,474,63
2019-04-05 19:15:00,728,95
2019-06-13 14:45:00,551,85
2019-11-21 16:15:00,716,98
2019-03-27 17:00:00,1112,144
2019-05-05 07:45:00,222,28
2019-09-15 12:45:00,810,91
2019-06-26 22:45:00,513,65
2019-11-16 05:00:00,59,10
2019-09-09 01:00:00,387,20
2019-03-12 15:00:00,905,135
2019-12-12 17:45:00,776,108
2019-07-13 03:30:00,49,7
2019-08-04 00:30:00,270,40
2019-06-30 18:00:00,980,130
2019-08-13 04:15:00,7,3
2019-03-17 00:30:00,229,35
2019-02-02 11:45:00,1184,126
2019-01-05 13:45:00,1108,134
2019-07-22 00:45:00,202,24
2019-12-11 12:00:00,1161,173
2019-03-26 03:45:00,85,8
2019-02-15 04:30:00,21,3
2019-11-17 16:15:00,821,113
2019-02-17 14:45:00,762,95
2019-07-06 22:45:00,607,55
2019-08-03 01:00:00,267,37
2019-01-09 23:00:00,565,72
2019-01-27 04:30:00,77,18
2019-10-08 11:30:00,1063,108
2019-03-09 19:15:00,949,104
2019-10-20 15:30:00,683,77
2019-10-13 12:00:00,986,96
2019-04-18 23:30:00,728,95
2019-01-08 22:15:00,862,82
2019-01-05 18:15:00,1314,140
2019-09-04 12:45:00,1378,172
2019-06-08 10:15:00,853,91
2019-04-10 11:30:00,893,119
2019-01-16 22:45:00,534,49
2019-07-07 14:00:00,867,92
2019-07-25 18:00:00,866,108
2019-11-16 12:00:00,1208,122
2019-10-02 01:45:00,74,13
2019-09-04 21:30:00,930,83
2019-07-29 04:00:00,11,3
2019-05-19 12:45:00,854,92
2019-12-09 09:45:00,399,55
2019-05-23 09:15:00,554,54
2019-02-09 08:00:00,318,50
2019-08-04 16:00:00,1253,115
2019-11-11 14:00:00,680,119
2019-02-10 00:00:00,267,36
2019-10-29 19:30:00,1204,104
2019-07-14 21:15:00,777,81
2019-04-29 18:15:00,649,103
2019-04-28 00:15:00,97,17
2019-10-24 06:15:00,223,39
2019-10-27 23:00:00,524,54
2019-12-14 06:00:00,132,22
2019-05-27 04:00:00,29,4
2019-09-03 19:00:00,1219,95
2019-04-15 14:45:00,478,84
2019-01-06 23:30:00,600,59
2019-06-13 17:15:00,740,99
2019-11-11 11:15:00,702,77
2019-08-14 06:15:00,220,48
2019-01-14 08:00:00,216,47
2019-03-02 21:00:00,518,87
2019-07-26 06:30:00,146,36
2019-01-23 00:30:00,254,36
2019-11-10 18:30:00,1070,100
2019-02-02 09:00:00,600,72
2019-02-08 13:45:00,679,141
2019-02-19 18:30:00,769,133
2019-04-17 09:45:00,879,105
2019-03-04 13:45:00,674,111
2019-05-01 14:30:00,1144,112
2019-08-04 19:00:00,753,94
2019-09-05 14:15:00,769,89
2019-06-17 20:15:00,908,103
2019-10-20 01:15:00,309,32
2019-04-11 14:45:00,577,85
2019-03-17 22:15:00,528,71
2019-12-03 12:00:00,1090,134
2019-12-07 15:00:00,1147,135
2019-06-02 02:15:00,107,17
2019-06-11 21:30:00,907,93
2019-03-17 17:45:00,536,66
2019-05-13 14:30:00,558,91
2019-05-09 14:15:00,549,120
2019-06-03 13:30:00,711,135
2019-10-15 04:00:00,1,1
2019-10-12 15:30:00,1041,95
2019-05-14 14:45:00,511,95
2019-09-15 13:00:00,1255,108
2019-10-17 15:15:00,695,86
2019-11-20 21:45:00,702,76
2019-12-01 04:00:00,73,13
2019-03-03 06:00:00,45,16
2019-08-19 05:30:00,53,18
2019-11-13 07:30:00,714,76
2019-06-17 12:15:00,689,129
2019-04-25 00:45:00,154,20
2019-07-18 14:30:00,630,91
2019-05-30 02:00:00,61,13
2019-03-25 15:45:00,410,73
2019-06-20 21:45:00,523,65
2019-09-15 16:00:00,877,90
2019-09-14 02:00:00,247,25
2019-12-08 19:15:00,1048,123
2019-04-12 23:45:00,422,37
2019-07-24 11:45:00,1025,119
2019-05-29 17:00:00,979,129
2019-06-16 17:30:00,706,98
2019-08-07 15:30:00,1147,105
2019-08-14 13:45:00,962,152
2019-04-22 07:45:00,202,51
2019-02-13 17:30:00,913,132
2019-11-23 01:15:00,174,28
2019-02-27 06:30:00,249,57
2019-08-15 14:45:00,797,78
2019-09-15 03:00:00,129,26
2019-01-22 14:45:00,763,103
2019-02-18 15:45:00,698,92
2019-08-04 05:30:00,71,17
2019-02-19 02:45:00,13,2
2019-08-22 06:15:00,120,38
2019-07-13 16:00:00,1038,114
2019-09-04 04:30:00,53,5
2019-08-12 04:00:00,14,4
2019-06-04 00:45:00,132,14
2019-09-22 20:15:00,832,90
2019-01-31 21:00:00,865,111
2019-10-20 06:45:00,151,18
2019-04-13 18:30:00,1027,130
2019-04-14 01:00:00,199,30
2019-11-18 16:45:00,897,91
2019-10-14 12:15:00,629,123
2019-09-04 00:15:00,487,52
2019-05-20 21:15:00,907,103
2019-06-28 17:30:00,848,105
2019-08-14 20:15:00,1286,96
2019-02-24 15:00:00,590,93
2019-09-18 22:30:00,544,63
2019-11-04 08:15:00,284,62
2019-05-07 07:30:00,335,62
2019-09-09 01:30:00,103,12
2019-07-06 04:30:00,62,20
2019-07-06 10:30:00,983,87
2019-06-08 06:00:00,72,19
2019-08-16 17:45:00,1169,116
2019-01-14 14:45:00,493,86
2019-03-03 10:30:00,684,105
2019-01-25 17:00:00,1037,116
2019-04-08 00:00:00,325,52
2019-04-27 09:30:00,513,74
2019-12-14 18:45:00,1046,101
2019-10-16 17:30:00,947,111
2019-11-29 02:45:00,529,41
2019-07-17 20:45:00,847,78
2019-09-15 13:30:00,1045,100
2019-09-21 08:30:00,438,50
2019-11-10 19:45:00,946,86
2019-05-11 02:15:00,206,19
2019-12-20 03:15:00,59,10
2019-03-02 16:15:00,760,93
2019-11-09 21:30:00,845,80
2019-12-13 10:30:00,685,104
2019-07-13 05:15:00,97,24
2019-02-20 17:00:00,942,146
2019-04-09 21:30:00,958,85
2019-11-26 13:45:00,1010,131
2019-09-24 18:15:00,1179,116
2019-07-13 12:15:00,1172,128
2019-12-09 18:30:00,842,110
2019-09-12 10:30:00,763,88
2019-01-23 09:15:00,729,108
2019-08-04 15:45:00,1002,97
2019-11-18 18:15:00,967,113
2019-08-30 02:30:00,59,8
